"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"ID4080037","RIVERS POINT PROPERTY OWNERS ASSN","Region 10","Idaho","Community water system","State","Surface water","Active","-","140","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-APR-2020","-","Returned to Compliance","25-SEP-2020","SO6","State Intentional no-action","-","-","2","10-SEP-2020"
"105300081","SANTIAGO WATER ASSOCIATION","Region 10","EPA Region 10","Community water system","Tribal","Ground water","Active","-","95","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","31-MAR-2020","-","Returned to Compliance","28-APR-2020","EOX","Federal Compliance achieved","-","-","3","21-DEC-2020"
"ID7410003","DARBY WATER ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","58","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","31-MAR-2020","-","Returned to Compliance","21-AUG-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"ID5160088","P BAR S DAIRY HOUSING","Region 10","Idaho","Community water system","State","Ground water","Active","-","76","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","31-MAR-2020","-","Open","-","SIE","State Public Notification requested","-","-","3","19-MAY-2020"
"ID1280161","ROSE LAKE WATER ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","240","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","31-MAR-2020","-","Open","-","SIE","State Public Notification requested","-","-","3","19-MAY-2020"
"105300092","PORT SUSAN CAMP CLUB #3","Region 10","EPA Region 10","Community water system","Tribal","Ground water","Active","-","1,000","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","31-MAR-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"AK2250427","SOUTHEAST ALASKA LOGGING","Region 10","Alaska","Non-Transient non-community system","State","Surface water","Active","-","45","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","14-MAR-2020","-","Open","-","-","-","-","-","3","19-NOV-2020"
"105300092","PORT SUSAN CAMP CLUB #3","Region 10","EPA Region 10","Community water system","Tribal","Ground water","Active","-","1,000","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","31-JAN-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"OR4100898","TIMBER WATER ASSOCIATION","Region 10","Oregon","Community water system","State","Surface water","Active","-","180","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","10-SEP-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"OR4100898","TIMBER WATER ASSOCIATION","Region 10","Oregon","Community water system","State","Surface water","Active","-","180","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","10-SEP-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"OR4100898","TIMBER WATER ASSOCIATION","Region 10","Oregon","Community water system","State","Surface water","Active","-","180","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","10-SEP-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"AK2262246","MANOKOTAK HEIGHTS W/S","Region 10","Alaska","Community water system","State","Ground water","Active","-","215","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","18-MAY-2020"
"104121120","CREEKSIDE DEVELOPMENT","Region 10","EPA Region 10","Non-Transient non-community system","Tribal","Surface water","Active","-","3,154","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"OR4191567","SUNSHINE PLAZA","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","27","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","19-MAY-2020"
"OR4191693","LOURDES PUBLIC CHARTER SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","49","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-JUL-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4105086","POLEHN HEIGHTS WATER ASSN","Region 10","Oregon","Community water system","State","Ground water","Active","-","150","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","09-MAR-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4105086","POLEHN HEIGHTS WATER ASSN","Region 10","Oregon","Community water system","State","Ground water","Active","-","150","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","10-JUN-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4105086","POLEHN HEIGHTS WATER ASSN","Region 10","Oregon","Community water system","State","Ground water","Active","-","150","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","10-JUN-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"OR4194865","EASTGATE CENTER","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","19-MAY-2020"
"OR4194865","EASTGATE CENTER","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","19-MAY-2020"
"OR4194865","EASTGATE CENTER","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","19-MAY-2020"
"OR4194865","EASTGATE CENTER","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","05-AUG-2020"
"OR4194865","EASTGATE CENTER","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","05-AUG-2020"
"OR4194865","EASTGATE CENTER","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","05-AUG-2020"
"OR4101233","DEER ISLAND WATERWORKS","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-AUG-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4101233","DEER ISLAND WATERWORKS","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-AUG-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4101233","DEER ISLAND WATERWORKS","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-AUG-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4101233","DEER ISLAND WATERWORKS","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-AUG-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"OR4101233","DEER ISLAND WATERWORKS","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-AUG-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"OR4101233","DEER ISLAND WATERWORKS","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","03-AUG-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"AK2260820","NUNAPITCHUK WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","496","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","18-MAY-2020"
"OR4190609","VISITATION CHURCH AND SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","450","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","02-JUL-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"AK2330076","GMT1 TEMPORARY CAMP KUUKPIK","Region 10","Alaska","Non-Transient non-community system","State","Surface water","Active","-","412","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","18-MAY-2020"
"OR4194717","COLUMBIA RIVER PUD","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","45","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","08-APR-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"OR4194717","COLUMBIA RIVER PUD","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","45","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","08-APR-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"WA5307130","Firewell Enterprises","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","40","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","23-SEP-2020"
"105300017","QUEETS","Region 10","EPA Region 10","Community water system","Tribal","Ground water","Active","-","200","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"105300018","TAHOLAH","Region 10","EPA Region 10","Community water system","Tribal","Ground water","Active","-","1,600","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"AK2120216","THORNE BAY, CITY OF","Region 10","Alaska","Community water system","State","Surface water","Active","-","470","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","18-MAY-2020"
"105300088","RUTSATZ ROAD","Region 10","EPA Region 10","Community water system","Tribal","Ground water","Active","-","177","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"105300084","NOOKSACK RIVER CASINO","Region 10","EPA Region 10","Non-Transient non-community system","Tribal","Ground water","Active","-","300","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","21-DEC-2020"
"OR4100302","SOUTH COAST WATER COMPANY","Region 10","Oregon","Community water system","State","Surface water","Active","-","200","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","06-MAY-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
"105300119","LAKE QUINAULT SCHOOL DIST. 97","Region 10","EPA Region 10","Non-Transient non-community system","Tribal","Ground water","Active","-","204","Lead and Copper Rule","66","Lead Consumer Notice","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","09-DEC-2019","EOX","Federal Compliance achieved","-","-","3","21-DEC-2020"
"ID2310007","WINCHESTER WATER DEPT","Region 10","Idaho","Community water system","State","Ground water","Active","-","400","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","SIE","State Public Notification requested","-","-","3","19-MAY-2020"
"OR4100537","MONMOUTH, CITY OF","Region 10","Oregon","Community water system","State","Groundwater under influence of surface water","Active","-","9,855","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","01-JUN-2020","SOX","State Compliance achieved","-","-","3","05-AUG-2020"
"WA53AD413","Stevens RV Park & Moorage","Region 10","Washington","Community water system","State","Ground water","Active","-","103","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","23-SEP-2020"
"WA5389080","TRAILS WEST SUBDIVISION","Region 10","Washington","Community water system","State","Ground water","Active","-","27","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","23-SEP-2020"
"WA5304966","KAISER INDUSTRIAL PARK","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","43","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","-","-","-","-","3","23-SEP-2020"
"ID2250011","CLEARWATER WATER DIST","Region 10","Idaho","Community water system","State","Ground water","Active","-","80","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","SIE","State Public Notification requested","-","-","3","19-MAY-2020"
"ID4200009","CAMAS ESTATES WATER USERS","Region 10","Idaho","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Open","-","SIE","State Public Notification requested","-","-","3","19-MAY-2020"
"OR4193712","MUDDY CREEK CHARTER SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","84","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-JAN-2020","-","Returned to Compliance","06-MAY-2020","SOX","State Compliance achieved","-","-","3","19-MAY-2020"
