"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Area Type","County Served","City Served","Zip Code Served","Tribal Code","Tribal Description","Activity Status","Deactivation Date","Address Line1","Address Line2","State Code","Zip Code"
"MI2999909","TRACYS TEST SYSTEM 1","05","Michigan","Non-Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","16-JAN-2020","-","-","-","-"
"OH0346117","BCU ELECTRIC","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","01-MAR-2019","-","-","-","-"
"IN2340844","ST. JOSEPH HOSPITAL & HEALTH CARE","05","Indiana","Non-Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","18-SEP-2017","-","-","-","-"
"IN5229018","AMLI ON SPRINGMILL","05","Indiana","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","18-SEP-2017","-","-","-","-"
"IN5249011","AMLI CASTLE CREEK","05","Indiana","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","18-SEP-2017","-","-","-","-"
"IN2761003","SATEK WINERY","05","Indiana","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","15-SEP-2017","-","-","-","-"
"OH4567622","NEW BEGINNINGS FARM","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","06-MAR-2019","-","-","-","-"
"IL0975060","AQUA ILLINOIS-HAWTHORN WDS COUNTRY CLUB","05","Illinois","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","08-SEP-2009","-","-","-","-"
"IL3154005","SCHUCKS CHATHAM RD SPRINGFIELD","05","Illinois","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","22-JAN-2010","-","-","-","-"
"MI0000734","BLACKBERRY RIDGE APARTMENTS","05","Michigan","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","17-DEC-2004","-","-","-","-"
"MI0003239","HOUSE OF HOPE","05","Michigan","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","16-MAY-2005","-","-","-","-"
"MI0000491","BAYVIEW ADDITION","05","Michigan","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","15-MAY-2008","-","-","-","-"
"IN2431136","LAKELAND CHRISTIAN ACADEMY","05","Indiana","Non-Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","18-SEP-2017","-","-","-","-"
"OH2036312","HICKORY ACRES CAMPGROUND PHASE 2","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","08-JAN-2010","-","-","-","-"
"OH1252812","COUNTRY CUPBOARD PWS","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","09-DEC-2010","-","-","-","-"
"OH8138013","BETHEL UNITED METHODIST CHURCH VAN WERT","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","28-MAY-2019","-","-","-","-"
"OH0637914","HOMESTEAD STORE THE","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","12-JUL-2018","-","-","-","-"
"OH7542112","KOENIG EQUIPMENT INC","05","Ohio","Transient non-community system","State","-","-","-","-","-","-","Changed from public to non-public","29-DEC-2008","-","-","-","-"
"MI0002843","GREEN LAKE TOWNSHIP","05","Michigan","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","14-OCT-2009","-","-","-","-"
"IL1370060","PRAIRIE KNOLLS SUBDIVISION","05","Illinois","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","10-FEB-2004","-","-","-","-"
"OH3439713","FOR IMS USE ONLY PWS","05","Ohio","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","23-MAY-2018","-","-","-","-"
"OH7902203","MINES GOLF RESORT PWS","05","Ohio","Community water system","State","-","-","-","-","-","-","Changed from public to non-public","28-JUN-2007","-","-","-","-"
